Host,business/finance,education/research,entertainment,health/medical,news/press,politics/government/law,sports,tech/science
27997,0.1554752141237259,0.3981012105941773,0.3109807074069977,0.0012168769026175141,0.031955137848854065,0.016537515446543694,0.016449304297566414,0.0692840963602066
9316,0.2390214055776596,0.03299066424369812,0.597710371017456,0.0018566560465842485,0.025586461648344997,0.008366749621927738,0.03318500891327858,0.0612826906144619
27045,0.7014195919036865,0.014068080112338066,0.19801974296569824,0.01567630097270012,0.005826052278280258,0.0013037470635026693,0.04807021468877792,0.015616200864315031
19805,0.0036068549379706383,0.0037099579349160186,0.0027563220355659728,0.984250783920288,0.0002466997830197215,0.004562088754028082,8.103440632112324e-05,0.0007862456841394305
26580,0.03589222952723503,0.4915955364704132,0.1864294111728668,0.005306373815983535,0.09175661206245422,0.09003006666898727,0.0023472735192626715,0.0966424122452736
16886,0.03363355994224548,0.0054794130846858025,0.8668918609619141,0.008024604991078377,0.03030794858932495,0.007533482741564512,0.0024967195931822057,0.04563240334391594
27931,0.40808197855949396,0.03300144523382187,0.4023946225643158,0.002965220250189305,0.03344334289431572,0.09106962382793428,0.01811397634446621,0.010929781012237072
8977,0.09524253010749817,0.3634519875049591,0.215075746178627,0.16988934576511386,0.021611964330077168,0.019123772159218788,0.006683196406811476,0.10892142355442047
20285,0.012690945528447628,0.04099637642502785,0.09005261957645416,0.013203532434999945,0.0033798606600612398,0.008999628014862537,0.8256550431251526,0.005021939985454082
2427,0.059954024851322174,0.5495361685752869,0.05839316919445992,0.007380147930234671,0.012546718120574951,0.05600747838616371,0.004106649197638035,0.2520756125450134
1324,0.36742928624153137,0.0259750485420227,0.5430965423583984,0.024621522054076198,0.011408375576138495,0.009356663562357427,0.00341600994579494,0.014696620404720306
25006,0.3064050078392029,0.08607897907495499,0.1711885631084442,0.005349424667656422,0.02176567353308201,0.055421385914087296,0.005222254432737827,0.3485687375068665
13134,0.2987464666366577,0.005526680499315262,0.05411214381456375,0.03497559577226639,0.006452843081206082,0.5935316681861877,0.0008376784971915184,0.0058170268312096604
11834,0.9334147572517396,0.009128905832767488,0.023593276739120483,0.013619079254567623,0.005885319784283638,0.0016334925312548876,0.0033887189347296953,0.009336319752037523
19930,0.4079456627368927,0.05602622777223587,0.13481706380844116,0.02663988992571831,0.011393762193620205,0.3216572403907776,0.0052014729008078575,0.036318723112344735
12212,0.455947607755661,0.013963558711111546,0.2187345623970032,0.02514752745628357,0.2018987238407135,0.03107082471251488,0.0034642328973859553,0.049772903323173516
14062,0.02053781971335411,0.006567887496203184,0.010810187086462976,0.0011675324058160186,0.001751940930262208,0.0005800497601740062,0.0007201769039966166,0.9578643441200256
18965,0.2871842401651643,0.056023172084560036,0.2871531711101283,0.014230934558507328,0.004250646301298789,0.21771945290675213,0.03683002105899673,0.09660836181459236
10744,0.5108587145805359,0.043017711490392685,0.20239177346229556,0.08399617671966553,0.019232558086514476,0.10404037684202194,0.0057044290006160745,0.03075825609266758
20664,0.031817305833101266,0.010501891374588013,0.13623137772083282,0.011128917336463928,0.0012832138454541564,0.0061186314560472965,0.7999096512794495,0.003009007079526782
17021,0.11247939616441728,0.010194369591772556,0.1240297555923462,0.0013230167096480727,0.056895684450864785,0.0029724573250859976,0.006326026283204556,0.6857792735099792
8212,0.3782085478305817,0.02237772382795811,0.5274882912635803,0.0014703657943755386,0.008888496086001396,0.005623202305287123,0.021340003237128258,0.03460334241390228
20736,0.5288743376731873,0.02458440326154232,0.17257024347782135,0.07907240837812424,0.02488778717815876,0.008278715424239634,0.12014759331941605,0.0415845662355423
11963,0.04341074451804161,0.05436366051435471,0.8356155157089233,0.002589349169284105,0.00991414114832878,0.01207686960697174,0.0008167509222403169,0.04121298715472221
12970,0.19984566840433912,0.023804251692617188,0.09624177293949104,0.21084407675500014,0.029792998861896226,0.3878485326330013,0.01218559456778837,0.03943710414586655
19053,0.7943159341812134,0.007196606136858462,0.07300806790590286,0.011280432343482971,0.050229009240865714,0.006338074337691069,0.005200128071010114,0.05243166536092758
20877,0.001721461652778089,0.0006075709825381638,0.005242561455816031,0.0005812817835249008,0.0011975219240412116,0.9898688793182372,0.00024509977083653206,0.000535754777956754
6688,0.06641136109828949,0.002474258886650205,0.07146470993757248,0.002456306247040629,0.21604759991168976,0.009870613925158978,0.6230233907699585,0.008251762017607689
1485,0.06979187577962875,0.0056204916909337035,0.16193823516368866,0.007469247560948133,0.01165749505162239,0.7345170974731445,0.0009911743691191077,0.008014456368982792
9915,0.02382073923945427,0.005736325867474079,0.9572696089744568,0.0064149610698223105,0.0014287084341049194,0.0012962562032043936,0.0002424044068902731,0.003790995106101036
2785,0.05484578013420105,0.007529301568865777,0.7260482907295227,0.003468791954219341,0.06072815507650376,0.002835823222994805,0.023348363116383556,0.1211954653263092
20128,0.12756459414958954,0.4379050135612488,0.12477917224168775,0.024664783850312236,0.025309287011623386,0.03572433441877365,0.011183056980371477,0.21286988258361814
12295,0.5451804995536804,0.019122499972581863,0.048508398234844215,0.02903113886713982,0.016933556646108627,0.18367478251457212,0.003341668983921409,0.15420746803283691
14567,0.5076996684074402,0.016482412815093994,0.3925423324108124,0.019074194133281708,0.010327531024813652,0.030571041628718376,0.0011772020952776074,0.02212568186223507
25052,0.2078874260187149,0.02773730643093586,0.6874552369117737,0.011783470399677752,0.03224726021289825,0.01870378665626049,0.002906333189457655,0.011279098689556122
25689,0.9370612502098083,0.006965396925806999,0.020497899502515796,0.006519805639982224,0.010960313491523266,0.015548234805464745,0.0007058265036903322,0.0017412322340533135
18873,0.08106859773397446,0.5332762598991394,0.20257344841957087,0.0005871587782166897,0.029744112864136692,0.008542340248823166,0.009895721450448036,0.13431242108345032
18451,0.05787143483757973,0.15202781558036804,0.5438558459281921,0.0055731208994984635,0.016190163791179657,0.04004379734396935,0.0009172221180051564,0.18352049589157104
8422,0.5097727775573729,0.05201894044876098,0.2282486855983734,0.017211738973855972,0.01218395121395588,0.012088688090443613,0.0011508790776133535,0.16732430458068848
9199,0.014913435094058512,0.007538763340562581,0.038368884474039085,0.0006742472760379313,0.002969939261674881,0.0005276443553157152,0.002290493343025446,0.9327166080474854
9941,0.18951719999313354,0.018623966723680496,0.11048363149166107,0.0014797409530729055,0.010887527838349342,0.003966829739511013,0.013252989389002323,0.6517881155014038
20517,0.13889557123184204,0.00242898752912879,0.8463571667671204,0.0021207935642451052,0.004473110195249319,0.0024830237962305546,0.0007753291865810753,0.0024660783819854264
12718,0.4800880253314972,0.2260871380567551,0.15992258489131927,0.0014537455281242726,0.0434802770614624,0.014895360916852953,0.015156548470258713,0.058916278183460236
1681,0.061751611530780785,0.017659176141023636,0.8677411079406738,0.01121364627033472,0.020941417664289474,0.003072560764849186,0.0024436835665255785,0.015176808461546896
4828,0.00974812638014555,0.7343003749847412,0.05095729976892471,0.017862558364868164,0.004513432271778584,0.043987251818180084,0.0008823001990094781,0.13774871826171875
22986,0.929336965084076,0.0016797843854874372,0.0234953947365284,0.00688459724187851,0.01340815331786871,0.0014729086542502046,0.002103924984112382,0.021618422120809555
423,0.1008099913597107,0.003511981340125203,0.8744365572929382,0.0017956470837816594,0.008873444981873034,0.0023148502223193645,0.002356289653107524,0.005901284050196409
19294,0.25197917222976685,0.028703598305582997,0.5884655714035034,0.014747526496648787,0.05779595673084259,0.020063161849975586,0.014102578163146973,0.02414238452911377
6354,0.061009224504232414,0.0262397900223732,0.25795435905456543,0.005315135233104229,0.4885734021663666,0.1280723363161087,0.010877300053834915,0.0219584908336401
4086,0.1071070283651352,0.028029203414916992,0.6622835993766785,0.00045210652751848096,0.017807628959417343,0.0018737143836915493,0.008271852508187294,0.17417490482330322
3146,0.8502491116523743,0.0052339681424200535,0.10254335403442384,0.002298523671925068,0.020685896277427673,0.009040510281920431,0.001813555834814906,0.008135059848427774
8759,0.1835937232095504,0.2960353501975913,0.05262731844616685,0.004112122993492701,0.01767229885540305,0.012657735541226069,0.0037148873357587993,0.4295865634208109
1358,0.5534203052520752,0.011364222504198551,0.2758704721927643,0.00475442036986351,0.09439553320407867,0.012882918119430542,0.029444798827171326,0.017867330461740494
8466,0.08027078211307526,0.0020770931150764227,0.01221828255802393,0.0029536399524658923,0.005762581713497639,0.8954727649688721,0.0003115897998213768,0.0009332427871413528
