Host,business/finance,education/research,entertainment,health/medical,news/press,politics/government/law,sports,tech/science
27997,0.1554752141237259,0.39810121059417725,0.3109807074069977,0.0012168769026175141,0.031955137848854065,0.016537515446543694,0.016449304297566414,0.0692840963602066
9316,0.2390214055776596,0.03299066424369812,0.597710371017456,0.0018566560465842485,0.025586461648344994,0.008366749621927738,0.03318500891327858,0.0612826906144619
27045,0.7014195919036865,0.014068080112338066,0.19801974296569824,0.01567630097270012,0.005826052278280258,0.0013037470635026693,0.048070214688777924,0.015616200864315033
19805,0.0036068549379706383,0.0037099579349160194,0.0027563220355659723,0.9842507839202881,0.0002466997830197215,0.004562088754028082,8.103440632112324e-05,0.0007862456841394305
26580,0.03589222952723503,0.4915955364704132,0.18642941117286682,0.005306373815983534,0.09175661206245422,0.09003006666898727,0.0023472735192626715,0.09664241224527359
16886,0.03363355994224548,0.0054794130846858025,0.8668918609619141,0.008024604991078377,0.03030794858932495,0.007533482741564512,0.002496719593182206,0.04563240334391594
27931,0.408081978559494,0.03300144523382187,0.4023946225643158,0.0029652202501893044,0.03344334289431572,0.09106962382793427,0.01811397634446621,0.010929781012237072
8977,0.09524253010749817,0.3634519875049591,0.21507574617862701,0.16988934576511383,0.02161196433007717,0.019123772159218788,0.006683196406811476,0.10892142355442047
20285,0.012690945528447628,0.04099637642502785,0.09005261957645416,0.013203532434999943,0.00337986066006124,0.008999628014862537,0.8256550431251526,0.0050219399854540825
2427,0.059954024851322174,0.5495361685752869,0.058393169194459915,0.007380147930234671,0.012546718120574951,0.05600747838616371,0.004106649197638035,0.2520756125450134
1324,0.36742928624153137,0.025975048542022705,0.5430965423583984,0.024621522054076195,0.011408375576138496,0.009356663562357426,0.00341600994579494,0.014696620404720306
25006,0.3064050078392029,0.08607897907495499,0.1711885631084442,0.005349424667656422,0.02176567353308201,0.055421385914087296,0.005222254432737827,0.34856873750686646
13134,0.2987464666366577,0.005526680499315262,0.05411214381456375,0.03497559577226639,0.006452843081206083,0.5935316681861877,0.0008376784971915185,0.00581702683120966
11834,0.9334147572517395,0.009128905832767487,0.023593276739120483,0.013619079254567623,0.005885319784283638,0.0016334925312548876,0.0033887189347296953,0.009336319752037525
19930,0.4079456627368927,0.05602622777223587,0.13481706380844116,0.026639889925718307,0.011393762193620205,0.3216572403907776,0.0052014729008078575,0.03631872311234474
12212,0.455947607755661,0.013963558711111546,0.21873456239700317,0.02514752745628357,0.2018987238407135,0.031070824712514877,0.003464232897385955,0.04977290332317352
14062,0.02053781971335411,0.006567887496203184,0.010810187086462975,0.0011675324058160186,0.001751940930262208,0.0005800497601740062,0.0007201769039966166,0.9578643441200256
18965,0.1970062106847763,0.05246574431657791,0.4387575387954712,0.01972259394824505,0.04697568342089653,0.03145234286785126,0.0026114594656974077,0.2110084593296051
10744,0.5108587145805359,0.043017711490392685,0.20239177346229553,0.08399617671966553,0.019232558086514473,0.10404037684202194,0.005704429000616074,0.03075825609266758
20664,0.03181730583310127,0.010501891374588013,0.13623137772083282,0.011128917336463928,0.0012832138454541564,0.0061186314560472965,0.7999096512794495,0.003009007079526782
17021,0.11247939616441727,0.010194369591772556,0.12402975559234619,0.0013230167096480727,0.05689568445086479,0.0029724573250859976,0.0063260262832045555,0.6857792735099792
8212,0.37820854783058167,0.022377723827958107,0.5274882912635803,0.0014703657943755388,0.008888496086001396,0.005623202305287123,0.021340003237128258,0.03460334241390228
20736,0.5288743376731873,0.02458440326154232,0.17257024347782135,0.07907240837812424,0.02488778717815876,0.008278715424239635,0.12014759331941605,0.0415845662355423
11963,0.04341074451804161,0.054363660514354706,0.8356155157089233,0.0025893491692841053,0.009914141148328781,0.01207686960697174,0.0008167509222403169,0.041212987154722214
12970,0.30561795830726624,0.08043969422578812,0.2766788899898529,0.04887784272432327,0.053134530782699585,0.015799183398485184,0.002867162460461259,0.2165846973657608
19053,0.7943159341812134,0.007196606136858463,0.07300806790590286,0.011280432343482971,0.05022900924086571,0.006338074337691069,0.005200128071010113,0.05243166536092758
20877,0.001721461652778089,0.0006075709825381637,0.0052425614558160305,0.0005812817835249007,0.0011975219240412116,0.9898688793182373,0.0002450997708365321,0.000535754777956754
6688,0.06641136109828949,0.0024742588866502047,0.07146470993757248,0.0024563062470406294,0.21604759991168976,0.009870613925158978,0.6230233907699585,0.008251762017607689
1485,0.06979187577962875,0.005620491690933704,0.16193823516368866,0.0074692475609481335,0.01165749505162239,0.7345170974731445,0.0009911743691191077,0.008014456368982792
9915,0.02382073923945427,0.005736325867474079,0.9572696089744568,0.006414961069822311,0.0014287084341049194,0.0012962562032043934,0.0002424044068902731,0.003790995106101036
2785,0.05484578013420105,0.007529301568865776,0.7260482907295227,0.0034687919542193413,0.060728155076503754,0.0028358232229948044,0.023348363116383553,0.1211954653263092
20128,0.12756459414958954,0.4379050135612488,0.12477917224168777,0.024664783850312233,0.025309287011623383,0.03572433441877365,0.011183056980371475,0.21286988258361816
12295,0.5451804995536804,0.019122499972581863,0.04850839823484421,0.029031138867139816,0.016933556646108627,0.18367478251457214,0.0033416689839214087,0.15420746803283691
14567,0.5076996684074402,0.016482412815093994,0.3925423324108124,0.019074194133281708,0.010327531024813652,0.030571041628718376,0.0011772020952776074,0.02212568186223507
25052,0.2078874260187149,0.02773730643093586,0.6874552369117737,0.011783470399677753,0.032247260212898254,0.01870378665626049,0.002906333189457655,0.011279098689556122
25689,0.9370612502098083,0.006965396925806999,0.020497899502515793,0.0065198056399822235,0.010960313491523266,0.015548234805464745,0.0007058265036903322,0.0017412322340533137
18873,0.08106859773397446,0.5332762598991394,0.20257344841957092,0.0005871587782166898,0.029744112864136696,0.008542340248823166,0.009895721450448036,0.13431242108345032
18451,0.05787143483757973,0.15202781558036804,0.5438558459281921,0.005573120899498463,0.016190163791179657,0.040043797343969345,0.0009172221180051565,0.18352049589157104
8422,0.509772777557373,0.052018940448760986,0.2282486855983734,0.017211738973855972,0.01218395121395588,0.012088688090443611,0.0011508790776133537,0.16732430458068848
9199,0.014913435094058514,0.007538763340562582,0.03836888447403908,0.0006742472760379314,0.002969939261674881,0.0005276443553157151,0.002290493343025446,0.9327166080474854
9941,0.18951719999313354,0.018623966723680496,0.11048363149166107,0.0014797409530729055,0.010887527838349342,0.003966829739511013,0.013252989389002323,0.6517881155014038
20517,0.13889557123184204,0.00242898752912879,0.8463571667671204,0.002120793564245105,0.004473110195249319,0.0024830237962305546,0.0007753291865810752,0.002466078381985426
12718,0.4800880253314972,0.22608713805675507,0.15992258489131927,0.0014537455281242728,0.0434802770614624,0.014895360916852951,0.015156548470258713,0.058916278183460236
1681,0.06175161153078079,0.017659176141023636,0.8677411079406738,0.01121364627033472,0.020941417664289474,0.003072560764849186,0.0024436835665255785,0.015176808461546898
4828,0.00974812638014555,0.7343003749847412,0.05095729976892471,0.017862558364868164,0.0045134322717785835,0.043987251818180084,0.0008823001990094781,0.13774871826171875
22986,0.9293369650840759,0.0016797843854874372,0.023495394736528397,0.0068845972418785095,0.01340815331786871,0.0014729086542502046,0.002103924984112382,0.021618422120809555
423,0.1008099913597107,0.003511981340125203,0.8744365572929382,0.0017956470837816596,0.008873444981873035,0.0023148502223193645,0.002356289653107524,0.005901284050196409
19294,0.25197917222976685,0.028703598305583,0.5884655714035034,0.014747526496648788,0.05779595673084259,0.020063161849975586,0.014102578163146973,0.02414238452911377
6354,0.06100922450423241,0.0262397900223732,0.25795435905456543,0.005315135233104229,0.4885734021663666,0.1280723363161087,0.010877300053834915,0.0219584908336401
4086,0.10710702836513519,0.028029203414916992,0.6622835993766785,0.000452106527518481,0.017807628959417343,0.0018737143836915493,0.008271852508187294,0.17417490482330322
3146,0.8502491116523743,0.0052339681424200535,0.10254335403442383,0.002298523671925068,0.020685896277427673,0.009040510281920433,0.0018135558348149061,0.008135059848427773
8759,0.4819469749927521,0.060639888048172,0.191112220287323,0.05005570873618126,0.002109682187438011,0.10265882313251495,0.019236093387007713,0.09224064648151398
1358,0.5534203052520752,0.011364222504198551,0.2758704721927643,0.00475442036986351,0.09439553320407867,0.012882918119430542,0.029444798827171326,0.017867330461740494
8466,0.08027078211307526,0.0020770931150764227,0.01221828255802393,0.002953639952465892,0.005762581713497639,0.8954727649688721,0.0003115897998213768,0.0009332427871413529
12664,0.3568756580352783,0.07072219997644424,0.33966177701950073,0.0013166688149794936,0.05897396430373192,0.03002042882144451,0.009197075851261616,0.1332322359085083
13113,0.31563621759414673,0.19883690774440765,0.10240308195352554,0.018862765282392502,0.01580643095076084,0.31798607110977173,0.00536223454400897,0.025106308981776237
24532,0.9293339848518372,0.005029586143791676,0.04797551780939102,0.0012525278143584728,0.001553914276883006,0.0015694404719397426,0.0033181183971464634,0.009966903366148472
26881,0.39935243129730225,0.04100896418094635,0.4038236141204834,0.005768042989075184,0.034451235085725784,0.09164484590291977,0.003976576961576939,0.019974276423454285
20970,0.2668260335922241,0.05418256297707558,0.2746982276439667,0.05278448015451431,0.011822075583040714,0.30180537700653076,0.006260954309254885,0.03162025287747383
5951,0.15786726772785187,0.009157221764326096,0.16358792781829834,0.004661416634917259,0.014328115619719028,0.6151885986328125,0.0028933128342032433,0.0323161855340004
2547,0.010534235276281834,0.0012823219876736403,0.9829978942871094,0.0020747543312609196,0.0010947769042104483,0.0008542517898604274,0.0001136895443778485,0.0010480890050530434
254,0.6609014272689819,0.003318359609693289,0.2016906887292862,0.0059484695084393024,0.053813282400369644,0.006590930745005608,0.0518796443939209,0.015857219696044922
9824,0.8048759698867798,0.008047864772379398,0.13304303586483002,0.0016305734170600772,0.009774645790457726,0.0015427154721692204,0.022856364026665688,0.01822887733578682
27314,0.05062968656420708,0.6125363111495972,0.03907601162791252,0.013921930454671383,0.025015151128172874,0.07185172289609909,0.002247536089271307,0.18472160398960114
13643,0.39850902557373047,0.06871551275253296,0.10043826699256897,0.028629017993807793,0.02046581543982029,0.005063903518021107,0.005722767673432827,0.3724557161331177
7998,0.5632362961769104,0.08654358237981796,0.07112053781747818,0.11397822201251984,0.02241002582013607,0.07159767299890518,0.0014752316055819392,0.06963846832513809
